,Symbol,Exchange,Volume,Volume %,+2% Depth,-2% Depth,Base,Quote
623,DOGE/USDC,Poloniex,19476.0,0.0,22791.72,22470.86,DOGE,USDC
624,DOGE/USDC,50x,112.76,0.0,149.46,522.55,DOGE,USDC
625,DOGE/USDK,OKEx,93458.0,0.0,54803.63,4306.61,DOGE,USDK
626,DOGE/USDT,Binance,559465340.0,17.61,2074194.15,2700095.37,DOGE,USDT
627,DOGE/USDT,OKEx,237693380.0,7.48,435548.63,587794.15,DOGE,USDT
628,DOGE/USDT,Huobi Global,153371140.0,4.83,1425930.13,1073768.36,DOGE,USDT
629,DOGE/USDT,FTX,97339130.0,3.06,1019055.38,974641.04,DOGE,USDT
630,DOGE/USDT,WhiteBIT,88034700.0,2.77,1677082.94,2105163.84,DOGE,USDT
631,DOGE/USDT,Gate.io,76594264.0,2.41,852917.11,911775.73,DOGE,USDT
632,DOGE/USDT,ZB.COM,74530610.0,2.35,481578.87,478666.6,DOGE,USDT
633,DOGE/USDT,FTX US,47483220.0,1.49,672244.21,684861.67,DOGE,USDT
634,DOGE/USDT,KuCoin,43983200.0,1.38,1603485.17,639551.86,DOGE,USDT
635,DOGE/USDT,XT.COM,37069430.0,1.17,33582.37,1036885.6,DOGE,USDT
636,DOGE/USDT,LBank,25810988.0,0.81,327675.34,1507467.5,DOGE,USDT
637,DOGE/USDT,WOO Network,22804380.0,0.72,2810370.55,3112279.28,DOGE,USDT
638,DOGE/USDT,CoinEx,14094847.0,0.44,340423.8,504765.54,DOGE,USDT
639,DOGE/USDT,AAX,14074445.0,0.44,564314.05,2211001.79,DOGE,USDT
640,DOGE/USDT,Binance.US,13952572.0,0.44,340672.87,279460.6,DOGE,USDT
641,DOGE/USDT,GokuMarket,8102208.0,0.26,35170.25,53391.47,DOGE,USDT
642,DOGE/USDT,BitZ,6843798.0,0.22,638716.38,484174.79,DOGE,USDT
643,DOGE/USDT,Crypto.com Exchange,6198543.0,0.2,792163.63,698771.42,DOGE,USDT
644,DOGE/USDT,BitWell,5690525.0,0.18,228752.92,236032.47,DOGE,USDT
645,DOGE/USDT,Poloniex,5252682.0,0.17,101581.22,127343.37,DOGE,USDT
646,DOGE/USDT,B2BX,4936203.0,0.16,2132423.59,1835442.98,DOGE,USDT
647,DOGE/USDT,Coinbase Exchange,4843603.0,0.15,220833.98,220620.36,DOGE,USDT
648,DOGE/USDT,ProBit Global,2464147.0,0.08,9835.6,74412.48,DOGE,USDT
649,DOGE/USDT,AscendEX (Bitmax),2144894.0,0.07,171433.12,117581.52,DOGE,USDT
650,DOGE/USDT,Bittrex,1244453.0,0.04,346100.82,238823.1,DOGE,USDT
651,DOGE/USDT,WazirX,402795.0,0.01,12492.47,13090.36,DOGE,USDT
652,DOGE/USDT,ProBit,87188.0,0.0,36331.49,93425.45,DOGE,USDT
653,DOGE/USDT,Coinlist Pro,22046.0,0.0,32766.37,59412.63,DOGE,USDT
654,DOGE/USDT,Huobi Indonesia,90.27,0.0,1240899.15,1333911.65,DOGE,USDT
655,DOGE/USDT,Blockchain.com,27.89,0.0,495.85,-,DOGE,USDT
656,DOGE/USDT,50x,18.02,0.0,149.21,710.25,DOGE,USDT
657,DOGE/VET,OceanEx,2624333.0,0.52,1187.88,7838.91,DOGE,VET
658,DOGE/WBNB,PancakeSwap (V2),8323240.0,0.26,-,-,DOGE,WBNB
659,DOGE/WRX,WazirX,109134.0,0.0,3210.5,13409.31,DOGE,WRX
660,DOT/AUD,Binance,1080278.0,0.04,25278.13,14820.57,DOT,AUD
661,DOT/AUD,Kraken,62612.0,0.0,6041.16,8578.24,DOT,AUD
662,DOT/BIDR,Binance,768869.0,0.03,78905.46,43079.03,DOT,BIDR
663,DOT/BNB,Binance,16782120.0,0.6,180049.28,289565.42,DOT,BNB
664,DOT/BNB,Binance,16764850.0,0.84,182655.6,256503.21,DOT,BNB
665,DOT/BRL,Binance,1107101.0,0.04,78015.53,37657.21,DOT,BRL
666,DOT/BTC,Binance,110847330.0,3.99,524150.03,615881.95,DOT,BTC
667,DOT/BTC,Binance,110684970.0,0.29,554831.49,578901.81,DOT,BTC
668,DOT/BTC,OKEx,57552076.0,2.07,437011.21,585048.11,DOT,BTC
669,DOT/BTC,Huobi Global,16108250.0,0.58,315412.02,352153.45,DOT,BTC
670,DOT/BTC,Huobi Global,16061291.0,0.04,259990.84,383031.86,DOT,BTC
671,DOT/BTC,Coinbase Exchange,10884292.0,0.03,355418.35,616451.9,DOT,BTC
672,DOT/BTC,Coinbase Exchange,10864346.0,0.39,357056.6,571420.05,DOT,BTC
673,DOT/BTC,Crypto.com Exchange,4344119.0,0.16,662848.07,687934.92,DOT,BTC
674,DOT/BTC,KuCoin,4062921.0,0.15,132429.1,150152.45,DOT,BTC
675,DOT/BTC,Bitfinex,1335307.0,0.05,821055.34,2560050.07,DOT,BTC
676,DOT/BTC,Bittrex,1313766.0,0.05,227456.51,235178.22,DOT,BTC
677,DOT/BTC,Gate.io,1137917.0,0.04,27855.74,41045.36,DOT,BTC
678,DOT/BTC,Poloniex,468443.0,0.02,34709.18,22974.81,DOT,BTC
679,DOT/BTC,Liquid,1024.0,0.0,20071.39,22042.46,DOT,BTC
680,DOT/BUSD,Binance,81439030.0,2.93,727520.93,754408.13,DOT,BUSD
681,DOT/BUSD,Dex-Trade,364875.0,0.01,29503.49,33372.98,DOT,BUSD
682,DOT/BUSD,PancakeSwap,4111.0,0.0,-,-,DOT,BUSD
683,DOT/CRO,Crypto.com Exchange,203440.0,0.01,8873.43,583012.84,DOT,CRO
684,DOT/ELP,PancakeSwap (V2),20328.0,0.0,-,-,DOT,ELP
685,DOT/ETH,Kraken,1852118.0,0.01,207288.72,588455.92,DOT,ETH
686,DOT/ETH,Kraken,1850240.0,0.07,396893.16,559180.2,DOT,ETH
687,DOT/ETH,OKEx,1502482.0,0.05,227705.16,531492.0,DOT,ETH
688,DOT/ETH,Bittrex,504447.0,0.02,228384.02,113841.31,DOT,ETH
689,DOT/EUR,Kraken,20025360.0,0.72,1509208.58,1371546.54,DOT,EUR
690,DOT/EUR,Binance,13424533.0,0.48,193278.22,146745.76,DOT,EUR
691,DOT/EUR,Coinbase Exchange,7960897.0,0.29,577344.22,467207.61,DOT,EUR
692,DOT/EUR,Bittrex,109485.0,0.0,191814.96,31767.54,DOT,EUR
693,DOT/EUR,Blockchain.com,5591.0,0.0,104.31,-,DOT,EUR
694,DOT/GBP,Coinbase Exchange,5068747.0,0.18,265389.89,291776.61,DOT,GBP
695,DOT/GBP,Kraken,1856495.0,0.07,268105.58,152481.23,DOT,GBP
696,DOT/GBP,Binance,1567166.0,0.06,65293.99,58039.33,DOT,GBP
697,DOT/HUSD,Huobi Global,1609709.0,0.06,45567.33,99040.71,DOT,HUSD
698,DOT/IDR,Indodax,990829.0,0.04,220289.91,178646.03,DOT,IDR
699,DOT/INR,WazirX,1192565.0,0.04,6407.83,11549.59,DOT,INR
700,DOT/INR,Bitbns,717661.0,0.03,505357.78,500909.51,DOT,INR
701,DOT/INR,CoinDCX,518224.0,0.02,2383.89,2936.88,DOT,INR
702,DOT/KCS,KuCoin,177024.0,0.01,33610.42,26075.53,DOT,KCS
703,DOT/KRW,Upbit,120970220.0,4.36,281580.57,322406.44,DOT,KRW
704,DOT/KRW,Bithumb,50959268.0,1.84,399458.11,465129.63,DOT,KRW
705,DOT/PASTA,PancakeSwap,1683.0,0.0,-,-,DOT,PASTA
706,DOT/RUB,Binance,213333.0,0.01,48764.21,37834.83,DOT,RUB
707,DOT/THB,Bitkub,3741322.0,0.13,455866.56,124076.47,DOT,THB
708,DOT/TRY,BtcTurk | Pro,15500650.0,0.56,762884.68,879680.25,DOT,TRY
709,DOT/TRY,Bitexen,15243178.0,0.55,106426.4,90298.91,DOT,TRY
710,DOT/TRY,Binance,10107981.0,0.36,155526.41,220232.5,DOT,TRY
711,DOT/TRY,Paribu,5211152.0,0.19,5050524.08,2115140.75,DOT,TRY
712,DOT/USD,Coinbase Exchange,122820024.0,4.42,1804680.27,1580335.69,DOT,USD
713,DOT/USD,Kraken,55422870.0,2.0,2536541.85,5559441.91,DOT,USD
714,DOT/USD,Bitfinex,19318064.0,0.7,1398411.95,5451998.75,DOT,USD
715,DOT/USD,CEX.IO,2944845.0,0.11,113822.76,106491.15,DOT,USD
716,DOT/USD,Bittrex,1435478.0,0.05,241363.17,124205.54,DOT,USD
717,DOT/USD,CoinFLEX,403520.0,0.01,3784.02,3784.02,DOT,USD
718,DOT/USD,Okcoin,172310.0,0.01,26307.6,32974.41,DOT,USD
719,DOT/USD,Coinlist Pro,94762.0,0.0,40885.74,41882.66,DOT,USD
720,DOT/USD,Blockchain.com,10941.0,0.0,-,359.29,DOT,USD
721,DOT/USDC,Crypto.com Exchange,5597648.0,0.2,601089.33,613128.09,DOT,USDC
722,DOT/USDT,Binance,708252100.0,25.51,2291964.03,3090101.35,DOT,USDT
723,DOT/USDT,OKEx,255680600.0,9.21,621825.45,1005177.91,DOT,USDT
724,DOT/USDT,Huobi Global,200809740.0,7.23,1316775.84,1723186.16,DOT,USDT
725,DOT/USDT,Gate.io,74391720.0,2.68,723156.85,851285.85,DOT,USDT
726,DOT/USDT,KuCoin,58217144.0,2.1,930750.12,1423755.36,DOT,USDT
727,DOT/USDT,WOO Network,35802590.0,1.29,3562335.28,4045277.66,DOT,USDT
728,DOT/USDT,XT.COM,32000862.0,1.15,4407679.63,2486044.99,DOT,USDT
729,DOT/USDT,LBank,27899302.0,1.0,1438063.81,1391189.83,DOT,USDT
730,DOT/USDT,Crypto.com Exchange,27138016.0,0.98,1130943.62,840489.13,DOT,USDT
731,DOT/USDT,AAX,10098169.0,0.36,488693.42,457280.86,DOT,USDT
732,DOT/USDT,BitWell,8022560.0,0.29,148283.05,194318.01,DOT,USDT
733,DOT/USDT,WhiteBIT,6858186.0,0.25,231547.46,240397.78,DOT,USDT
734,DOT/USDT,Coinbase Exchange,5622634.0,0.2,372482.94,309430.06,DOT,USDT
735,DOT/USDT,Kraken,4946854.0,0.18,708758.44,623375.69,DOT,USDT
736,DOT/USDT,BitZ,4534074.0,0.16,171896.4,164013.16,DOT,USDT
737,DOT/USDT,BtcTurk | Pro,4204953.0,0.15,200816.0,172762.63,DOT,USDT
738,DOT/USDT,AscendEX (Bitmax),3985224.0,0.14,407635.51,279264.28,DOT,USDT
739,DOT/USDT,CoinEx,3956646.0,0.14,162297.37,144942.25,DOT,USDT
740,DOT/USDT,KickEX,1809043.0,0.07,63635.28,69501.84,DOT,USDT
741,DOT/USDT,ZB.COM,1526447.0,0.05,316395.0,264996.84,DOT,USDT
742,DOT/USDT,Bittrex,1037609.0,0.04,244874.39,148448.22,DOT,USDT
743,DOT/USDT,Poloniex,999952.0,0.04,179103.39,59586.75,DOT,USDT
744,DOT/USDT,Dex-Trade,922588.0,0.03,39025.95,39552.22,DOT,USDT
745,DOT/USDT,Deepcoin,720618.0,0.03,2684763.77,755634.84,DOT,USDT
746,DOT/USDT,CoinDCX,629889.0,0.02,2297861.94,2950280.35,DOT,USDT
747,DOT/USDT,Bitglobal,400516.0,0.01,7829.53,142.69,DOT,USDT
748,DOT/USDT,WazirX,258425.0,0.01,10481.44,6780.97,DOT,USDT
749,DOT/USDT,ProBit Global,152364.0,0.01,3600.49,38911.47,DOT,USDT
750,DOT/USDT,Coinlist Pro,140660.0,0.01,40885.74,41882.1,DOT,USDT
751,DOT/USDT,Liquid,340.03,0.0,11578.06,9687.14,DOT,USDT
752,DOT/UST,Bitfinex,4878248.0,0.18,1185088.83,5969146.56,DOT,UST
753,DOT/UST,KuCoin,815599.0,0.03,54340.71,53685.75,DOT,UST
754,DOT/WBNB,PancakeSwap (V2),12330664.0,0.44,-,-,DOT,WBNB
755,DOT/WBNB,PancakeSwap,76279.0,0.0,-,-,DOT,WBNB
756,DOT/XBT,Kraken,8568551.0,0.31,844059.3,915150.89,DOT,XBT
757,DYDX/BNB,Binance,2487035.0,0.12,73018.22,82283.71,DYDX,BNB
758,DYDX/BTC,Binance,13096321.0,0.03,129022.95,183905.32,DYDX,BTC
759,EGLD/BNB,Binance,785562.0,0.04,87447.64,83710.15,EGLD,BNB
760,EOS/BNB,Binance,515921.0,0.03,26293.73,33194.11,EOS,BNB
761,EOS/BTC,Binance,11017783.0,0.03,462422.14,630223.1,EOS,BTC
762,ERN/BNB,Binance,651195.0,0.03,18705.58,44216.17,ERN,BNB
763,ETC/AUD,BTC Markets,55289.0,0.01,155592.83,69554.65,ETC,AUD
764,ETC/AUD,Independent Reserve,1076.0,0.0,3072.16,23739.93,ETC,AUD
765,ETC/BCH,CoinEx,13364.0,0.0,7157.69,3704.55,ETC,BCH
766,ETC/BNB,Binance,396013.0,0.04,18619.48,52028.84,ETC,BNB
767,ETC/BRL,Binance,91472.0,0.01,37457.84,13952.08,ETC,BRL
768,ETC/BRL,NovaDAX,2985.0,0.0,242916.19,244911.67,ETC,BRL
769,ETC/BTC,OKEx,6932333.0,0.65,142006.24,178686.66,ETC,BTC
770,ETC/BTC,Binance,5813131.0,0.55,242961.29,362921.89,ETC,BTC
771,ETC/BTC,Huobi Global,2003871.0,0.19,183930.38,217446.87,ETC,BTC
772,ETC/BTC,LBank,1055190.0,0.1,280.34,51912.53,ETC,BTC
773,ETC/BTC,Coinbase Exchange,900916.0,0.08,255624.07,212777.04,ETC,BTC
774,ETC/BTC,WhiteBIT,825026.0,0.08,114079.45,79810.43,ETC,BTC
775,ETC/BTC,XT.COM,688959.0,0.06,1832.97,6592.92,ETC,BTC
776,ETC/BTC,ZB.COM,383009.0,0.04,2438.7,3001.48,ETC,BTC
777,ETC/BTC,EXMO,360260.0,0.03,28996.3,36699.07,ETC,BTC
778,ETC/BTC,Bittrex,341684.0,0.03,133193.68,114411.67,ETC,BTC
779,ETC/BTC,ProBit Global,247559.0,0.02,2573.92,2430.69,ETC,BTC
780,ETC/BTC,Upbit,179001.0,0.02,13825.82,29696.55,ETC,BTC
781,ETC/BTC,KuCoin,166621.0,0.02,46720.63,76491.12,ETC,BTC
782,ETC/BTC,Dex-Trade,116499.0,0.01,12294.09,18867.97,ETC,BTC
783,ETC/BTC,Bitfinex,76418.0,0.01,555168.6,562707.11,ETC,BTC
784,ETC/BTC,Gate.io,55636.0,0.01,6824.44,3771.04,ETC,BTC
785,ETC/BTC,CoinEx,47917.0,0.0,6209.77,13074.26,ETC,BTC
786,ETC/BTC,Poloniex,20656.0,0.0,20498.15,27379.85,ETC,BTC
787,ETC/BTC,AAX,18228.0,0.0,97997.63,116671.49,ETC,BTC
788,ETC/BTC,AscendEX (Bitmax),1786.0,0.0,2055.9,20089.77,ETC,BTC
789,ETC/BTC,Crex24,817.99,0.0,-,3511.99,ETC,BTC
790,ETC/BUSD,Binance,5754735.0,0.54,170093.95,140006.33,ETC,BUSD
791,ETC/BUSD,Dex-Trade,40060.0,0.0,20147.26,22681.67,ETC,BUSD
792,ETC/ETH,LBank,1047921.0,0.1,36025.35,45191.27,ETC,ETH
793,ETC/ETH,Binance,851556.0,0.08,59427.58,147066.86,ETC,ETH
794,ETC/ETH,OKEx,809325.0,0.08,28252.29,42150.89,ETC,ETH
795,ETC/ETH,Gate.io,67257.0,0.01,9245.96,9739.24,ETC,ETH
796,ETC/ETH,KuCoin,58496.0,0.01,47982.07,85085.83,ETC,ETH
797,ETC/ETH,Kraken,52728.0,0.0,88314.29,102329.6,ETC,ETH
798,ETC/ETH,Dex-Trade,24177.0,0.0,51810.8,19591.7,ETC,ETH
799,ETC/ETH,Bittrex,11728.0,0.0,66841.68,15920.55,ETC,ETH
800,ETC/ETH,Poloniex,3926.0,0.0,2283.6,270.58,ETC,ETH
801,ETC/ETH,Crex24,91.26,0.0,4160.2,3345.67,ETC,ETH
802,ETC/EUR,Bitvavo,1558223.0,0.15,118929.89,145479.44,ETC,EUR
803,ETC/EUR,Coinbase Exchange,1007069.0,0.09,231803.17,187048.93,ETC,EUR
804,ETC/EUR,Kraken,897922.0,0.08,178418.26,205248.84,ETC,EUR
805,ETC/EUR,Binance,450608.0,0.04,74683.29,45704.1,ETC,EUR
806,ETC/GBP,Coinbase Exchange,417354.0,0.04,163559.9,95782.55,ETC,GBP
807,ETC/GBP,Binance,76166.0,0.01,29266.41,10041.78,ETC,GBP
808,ETC/HT,Huobi Global,58532.0,0.01,3029.46,6050.26,ETC,HT
809,ETC/HUSD,Huobi Global,86505.0,0.01,5091.63,4097.16,ETC,HUSD
810,ETC/IDR,Indodax,145906.0,0.01,20297.28,19122.9,ETC,IDR
811,ETC/INR,WazirX,339449.0,0.03,2522.0,3236.71,ETC,INR
812,ETC/INR,Bitbns,3105.0,0.0,1754.12,829.12,ETC,INR
813,ETC/KRW,Upbit,136657490.0,12.88,416816.47,1340716.09,ETC,KRW
814,ETC/KRW,Bithumb,14790219.0,1.39,469586.48,498876.59,ETC,KRW
815,ETC/OKB,OKEx,73986370.0,6.97,34508.42,39374.04,ETC,OKB
816,ETC/QC,ZB.COM,804027.0,0.08,24334.79,9971.21,ETC,QC
817,ETC/RUB,WhiteBIT,691612.0,0.07,1102134.17,993842.53,ETC,RUB
818,ETC/RUB,EXMO,294127.0,0.03,30256.47,14254.79,ETC,RUB
819,ETC/UAH,WhiteBIT,893885.0,0.08,1124395.15,826104.17,ETC,UAH
820,ETC/USD,Coinbase Exchange,17495180.0,1.65,964481.33,689707.35,ETC,USD
821,ETC/USD,Bitfinex,1367728.0,0.13,1247538.16,690944.19,ETC,USD
822,ETC/USD,Binance.US,906770.0,0.09,135310.0,117508.31,ETC,USD
823,ETC/USD,Kraken,740244.0,0.07,276872.14,327494.1,ETC,USD
824,ETC/USD,EXMO,622970.0,0.06,79595.55,74329.77,ETC,USD
825,ETC/USD,WhiteBIT,363020.0,0.03,798699.17,1100162.16,ETC,USD
826,ETC/USD,Bittrex,161286.0,0.02,90920.71,85755.74,ETC,USD
827,ETC/USDC,OKEx,48159.0,0.0,4932.16,16369.73,ETC,USDC
828,ETC/USDC,Poloniex,2520.0,0.0,478.83,110.52,ETC,USDC
829,ETC/USDK,OKEx,4616041.0,0.44,26931.17,20469.0,ETC,USDK
830,ETC/USDT,Binance,113498920.0,10.7,1018441.43,1158249.84,ETC,USDT
831,ETC/USDT,OKEx,65443296.0,6.17,534761.25,531120.88,ETC,USDT
832,ETC/USDT,Huobi Global,31278578.0,2.95,631641.28,605085.25,ETC,USDT
833,ETC/USDT,ZB.COM,20058660.0,1.89,333138.77,299574.99,ETC,USDT
834,ETC/USDT,WhiteBIT,14334162.0,1.35,655496.7,671162.4,ETC,USDT
835,ETC/USDT,Biconomy,12141510.0,1.14,41469.3,44191.29,ETC,USDT
836,ETC/USDT,Gate.io,9592963.0,0.9,525058.63,549139.03,ETC,USDT
837,ETC/USDT,LBank,8532496.0,0.8,542459.07,446705.58,ETC,USDT
838,ETC/USDT,AAX,7616149.0,0.72,148957.47,136025.02,ETC,USDT
839,ETC/USDT,BitZ,3067198.0,0.29,45857.07,45216.58,ETC,USDT
840,ETC/USDT,WOO Network,2087817.0,0.2,1792107.1,1163348.0,ETC,USDT
841,ETC/USDT,Dex-Trade,1774811.0,0.17,98528.33,334719.99,ETC,USDT
842,ETC/USDT,KuCoin,1425400.0,0.13,250878.43,157845.31,ETC,USDT
843,ETC/USDT,XT.COM,1205354.0,0.11,21830.84,474530.94,ETC,USDT
844,ETC/USDT,AscendEX (Bitmax),992881.0,0.09,51181.14,50502.0,ETC,USDT
845,ETC/USDT,CoinEx,715054.0,0.07,57229.97,95159.06,ETC,USDT
846,ETC/USDT,Binance.US,618692.0,0.06,115441.53,75614.35,ETC,USDT
847,ETC/USDT,Poloniex,234415.0,0.02,133119.06,121961.68,ETC,USDT
848,ETC/USDT,ProBit Global,224370.0,0.02,834.67,918.73,ETC,USDT
849,ETC/USDT,Crypto.com Exchange,213201.0,0.02,526035.13,488936.88,ETC,USDT
850,ETC/USDT,ProBit,92376.0,0.01,421.26,432.41,ETC,USDT
851,ETC/USDT,Deepcoin,82379.0,0.01,895860.71,18237009.27,ETC,USDT
852,ETC/USDT,WazirX,53390.0,0.01,5254.21,5128.61,ETC,USDT
853,ETC/USDT,CoinDCX,42206.0,0.0,1050047.19,131437731.1,ETC,USDT
854,ETC/USDT,Bittrex,36171.0,0.0,44416.0,48895.54,ETC,USDT
855,ETC/USDT,EXMO,9365.0,0.0,1061.28,4068.46,ETC,USDT
856,ETC/USDT,NovaDAX,797.54,0.0,194344.81,199746.33,ETC,USDT
857,ETC/USDT,Coinut,143.45,0.0,24085.65,22182.58,ETC,USDT
858,ETC/VET,OceanEx,3411730.0,0.67,2938.4,519.71,ETC,VET
859,ETC/XBT,Kraken,145109.0,0.01,181302.17,212688.2,ETC,XBT
860,ETC/XSGD,Coinut,4684.0,0.0,34347.8,50780.11,ETC,XSGD
861,ETH/AUD,Binance,10961555.0,0.06,475616.23,193493.59,ETH,AUD
862,ETH/BIDR,Binance,1964817.0,0.01,390808.95,110336.54,ETH,BIDR
863,ETH/BRL,Binance,10964809.0,0.06,672900.66,174817.98,ETH,BRL
864,ETH/BRZ,FTX,1926621.0,0.01,379911.7,395612.94,ETH,BRZ
865,ETH/BTC,Binance,387395200.0,2.02,7538760.36,3220331.38,ETH,BTC
866,ETH/BTC,Coinbase Exchange,65236544.0,0.34,3942125.12,3281649.8,ETH,BTC
867,ETH/BTC,Coinbase Exchange,65208404.0,0.17,4053079.13,3312569.82,ETH,BTC
868,ETH/BTC,Huobi Global,30898602.0,0.16,2540586.03,1588630.88,ETH,BTC
869,ETH/BTC,Huobi Global,30830662.0,0.08,2546564.27,1592369.07,ETH,BTC
870,ETH/BTC,Poloniex,22526888.0,0.06,707083.86,577215.47,ETH,BTC
871,ETH/BTC,Poloniex,22510644.0,0.12,698475.36,554327.84,ETH,BTC
872,ETH/BTC,FTX,20903072.0,0.11,2059153.95,1700360.85,ETH,BTC
873,ETH/BTC,FTX,20863948.0,0.05,2062871.93,1703430.99,ETH,BTC
874,ETH/BTC,KuCoin,19682562.0,0.1,2290510.6,766493.42,ETH,BTC
875,ETH/BTC,KuCoin,19672286.0,0.05,2433984.32,693516.16,ETH,BTC
876,ETH/BTC,Bitfinex,18103518.0,0.09,6318990.11,4779329.04,ETH,BTC
877,ETH/BTC,Bitfinex,18075972.0,0.05,5797443.65,4543193.6,ETH,BTC
878,ETH/BTC,Bitstamp,10917574.0,0.03,1690651.09,1388998.59,ETH,BTC
879,ETH/BTC,Bitstamp,10916457.0,0.06,1686682.17,1385737.82,ETH,BTC
880,ETH/BTC,Bittrex,7718979.0,0.04,817230.14,1034970.72,ETH,BTC
881,ETH/BTC,Gemini,6266384.0,0.03,3151385.09,3607036.95,ETH,BTC
882,ETH/BTC,Binance.US,4561546.0,0.02,2651382.22,1444807.1,ETH,BTC
883,ETH/BTC,FTX US,3867546.0,0.02,5288736.12,3871004.31,ETH,BTC
884,ETH/BUSD,Binance,602504600.0,3.14,7613165.82,4680496.66,ETH,BUSD
885,ETH/BUSD,Binance.US,3784601.0,0.02,419805.91,388607.28,ETH,BUSD
886,ETH/CAD,Kraken,2380506.0,0.01,453510.38,376000.05,ETH,CAD
887,ETH/DAI,Binance,13768799.0,0.07,574370.98,378654.07,ETH,DAI
888,ETH/DAI,Coinbase Exchange,6372410.0,0.03,758255.14,709205.65,ETH,DAI
889,ETH/EUR,Binance,130935976.0,0.68,1504461.83,959107.52,ETH,EUR
890,ETH/EUR,Coinbase Exchange,55542516.0,0.29,1431222.03,1242548.94,ETH,EUR
891,ETH/EUR,Kraken,46251224.0,0.24,17846487.24,10797379.04,ETH,EUR
892,ETH/EUR,Bitstamp,16040403.0,0.08,2127925.48,1604619.97,ETH,EUR
893,ETH/EUR,Bitfinex,8596024.0,0.04,16377070.33,14177806.43,ETH,EUR
894,ETH/GBP,Coinbase Exchange,29447016.0,0.15,2130892.32,1466192.15,ETH,GBP
895,ETH/GBP,Binance,14276554.0,0.07,470824.46,235211.25,ETH,GBP
896,ETH/GBP,Bitfinex,10363976.0,0.05,19170792.83,21482750.17,ETH,GBP
897,ETH/GBP,Kraken,2965755.0,0.02,1177618.41,1064065.54,ETH,GBP
898,ETH/GBP,Gemini,1742322.0,0.01,185333.0,157535.89,ETH,GBP
899,ETH/HUSD,Huobi Global,4579649.0,0.02,225627.71,179741.34,ETH,HUSD
900,ETH/JPY,bitFlyer,67487770.0,0.35,1911821.53,1703921.38,ETH,JPY
901,ETH/JPY,Bitfinex,7002271.0,0.04,16692474.9,12865589.01,ETH,JPY
902,ETH/JPY,Liquid,6737880.0,0.04,1494567.58,1568516.71,ETH,JPY
903,ETH/JPY,Zaif,2592094.0,0.01,650288.24,562605.83,ETH,JPY
904,ETH/KRW,Bithumb,89885550.0,0.47,2996357.73,2035713.43,ETH,KRW
905,ETH/RUB,Binance,2462348.0,0.01,338574.77,191265.6,ETH,RUB
906,ETH/SGD,Gemini,2004607.0,0.01,451984.08,119787.27,ETH,SGD
907,ETH/TRY,Binance,24188344.0,0.13,790557.16,457180.06,ETH,TRY
908,ETH/TUSD,Binance,3918491.0,0.02,165249.54,209489.29,ETH,TUSD
909,ETH/USD,Coinbase Exchange,671799100.0,3.5,25429295.6,11920881.86,ETH,USD
910,ETH/USD,FTX,391163700.0,2.04,8953654.59,5722886.35,ETH,USD
911,ETH/USD,Kraken,91916060.0,0.48,25404242.33,19656747.8,ETH,USD
912,ETH/USD,Bitfinex,85311630.0,0.44,11808802.79,14906767.36,ETH,USD
913,ETH/USD,Binance.US,83987170.0,0.44,2845956.5,4281104.25,ETH,USD
914,ETH/USD,Bitstamp,60530130.0,0.32,5138438.7,5083601.38,ETH,USD
915,ETH/USD,FTX US,60243110.0,0.31,19691329.89,22960080.5,ETH,USD
916,ETH/USD,Gemini,46240370.0,0.24,12842578.73,8751147.38,ETH,USD
917,ETH/USD,Gate.io,37347800.0,0.19,261978.14,342686.35,ETH,USD
918,ETH/USD,Bittrex,6073539.0,0.03,1398253.67,1405245.24,ETH,USD
919,ETH/USDC,Binance,47557732.0,0.25,1714040.28,1272585.9,ETH,USDC
920,ETH/USDC,Coinbase Exchange,25750868.0,0.13,2393794.72,2898313.99,ETH,USDC
921,ETH/USDC,Poloniex,4327259.0,0.02,240697.22,271738.96,ETH,USDC
922,ETH/USDC,Kraken,2977933.0,0.02,910892.85,397384.69,ETH,USDC
923,ETH/USDC,KuCoin,2613324.0,0.01,198780.56,141110.57,ETH,USDC
924,ETH/USDT,Binance,1771414400.0,9.23,21178782.16,11672326.19,ETH,USDT
925,ETH/USDT,Huobi Global,674062800.0,3.51,8169633.9,8428397.21,ETH,USDT
926,ETH/USDT,KuCoin,420706240.0,2.19,8008592.39,6477063.08,ETH,USDT
927,ETH/USDT,Gate.io,260228270.0,1.36,2685263.03,1342315.37,ETH,USDT
928,ETH/USDT,FTX,104112260.0,0.54,4551374.21,2579605.59,ETH,USDT
929,ETH/USDT,FTX US,51526120.0,0.27,20400596.66,23366259.21,ETH,USDT
930,ETH/USDT,Poloniex,31493740.0,0.16,1396102.98,1394217.98,ETH,USDT
931,ETH/USDT,Kraken,30587096.0,0.16,2032814.48,1977037.57,ETH,USDT
932,ETH/USDT,Coinbase Exchange,28054042.0,0.15,1193858.42,1092325.82,ETH,USDT
933,ETH/USDT,Binance.US,13560716.0,0.07,1140168.49,834352.55,ETH,USDT
934,ETH/USDT,Bittrex,4336781.0,0.02,1363544.69,1264413.68,ETH,USDT
935,ETH/USDT,Bitstamp,2003175.0,0.01,267320.34,195114.05,ETH,USDT
936,ETH/UST,Bitfinex,14566624.0,0.08,4466013.23,2696716.55,ETH,UST
937,ETH/XBT,Kraken,31501518.0,0.16,4376984.11,5178596.44,ETH,XBT
