Exchange,Symbol,Price,+2% Depth,-2% Depth,Volume,Volume %,Confidence,Liquidity,Updated,Base,Quote
Blockchain.com,BCH/EUR,620.26,17509.93,17504.56,62268.0,0.0,High,187.0,2 hours ago,BCH,EUR
WazirX,BCH/USDT,611.85,4986.92,3346.5,55756.0,0.0,High,81.0,Recently,BCH,USDT
PancakeSwap (V2),BCH/WBNB,618.12,-,-,41764.0,0.0,High,-,Recently,BCH,WBNB
50x,BCH/BTC,625.01,362.08,4314.92,21722.0,0.0,High,23.0,Recently,BCH,BTC
Blockchain.com,BCH/BTC,622.53,17511.98,173075.53,10344.0,0.0,High,200.0,Recently,BCH,BTC
Binance DEX,BCH-1FD/BNB,627.76,7190.71,50505.58,9509.0,0.0,High,748.0,Recently,BCH-1FD,BNB
ProBit Global,BCH/USDT,613.25,374.05,3953.32,791.04,0.0,High,26.0,Recently,BCH,USDT
PancakeSwap,BCH/WBNB,633.7,-,-,703.22,0.0,High,-,Recently,BCH,WBNB
50x,BCH/USDT,632.92,281.07,685.74,461.55,0.0,High,20.0,Recently,BCH,USDT
ProBit Global,BCH/BTC,615.84,3780.81,15324.98,265.97,0.0,High,23.0,Recently,BCH,BTC
50x,50X/BCH,613.83,575.94,-,130.26,0.0,High,10.0,Recently,50X,BCH
50x,BCH/DAI,565.65,113.4,105.27,56.57,0.0,High,2.0,Recently,BCH,DAI
50x,BCH/USDC,502.95,281.07,504.52,30.02,0.0,High,21.0,Recently,BCH,USDC
Upbit,BCH/KRW,626.77,193422.39,162541.49,36766902.0,2.3,High,192.0,Recently,BCH,KRW
AAX,BCH/USDT,613.38,464554.4,241330.71,16630405.0,1.04,High,226.0,Recently,BCH,USDT
BitWell,BCH/USDT,613.43,585463.06,509163.25,15496156.0,0.97,Low,198.0,Recently,BCH,USDT
Biconomy,BCH/USDT,619.7,17198.16,73672.87,10441673.0,0.65,Low,79.0,Recently,BCH,USDT
Binance,ICP/USDT,52.48,490023.47,1448512.5,108923656.0,25.15,High,862.0,Recently,ICP,USDT
Coinbase Exchange,ICP/USD,52.67,589232.06,707115.24,50893934.0,11.75,High,359.0,Recently,ICP,USD
Huobi Global,ICP/USDT,52.41,299835.74,395320.12,38500483.0,8.89,Low,374.0,Recently,ICP,USDT
Binance,ICP/BUSD,52.45,195567.59,173618.08,13559052.0,3.13,High,762.0,Recently,ICP,BUSD
Coinbase Exchange,ICP/USDT,52.53,244566.82,171317.86,10893398.0,2.51,High,309.0,Recently,ICP,USDT
KuCoin,ICP/USDT,52.5,355460.49,316969.86,8920529.0,2.06,High,317.0,Recently,ICP,USDT
Gate.io,ICP/USDT,52.51,508237.87,611637.06,5715073.0,1.32,High,311.0,Recently,ICP,USDT
Coinbase Exchange,ICP/EUR,52.53,249515.16,257651.87,5672001.0,1.31,High,248.0,Recently,ICP,EUR
Binance,ICP/BTC,52.42,75727.71,199352.95,5549590.0,1.28,High,551.0,Recently,ICP,BTC
Coinbase Exchange,ICP/BTC,52.63,185238.21,23612.65,4814354.0,1.11,High,300.0,Recently,ICP,BTC
Coinbase Exchange,ICP/GBP,52.28,192960.46,152086.42,2829319.0,0.65,High,235.0,Recently,ICP,GBP
Binance,ICP/BNB,52.44,39777.32,74712.42,2268013.0,0.52,High,678.0,Recently,ICP,BNB
Huobi Global,ICP/BTC,52.42,62624.02,154020.76,1118241.0,0.26,High,194.0,Recently,ICP,BTC
Binance,ICP/EUR,51.86,34387.47,56495.3,653921.0,0.15,High,796.0,Recently,ICP,EUR
KuCoin,ICP/BTC,52.42,85950.43,47749.03,595023.0,0.14,High,179.0,Recently,ICP,BTC
Bitfinex,ICP/USD,52.53,213430.56,185343.25,378766.0,0.09,High,247.0,Recently,ICP,USD
Bitfinex,ICP/BTC,52.39,123734.99,98648.13,184446.0,0.04,High,232.0,Recently,ICP,BTC
Gate.io,ICP/ETH,52.13,38286.56,3725.57,73308.0,0.02,High,136.0,Recently,ICP,ETH
OKEx,ICP/USDT,52.43,227700.91,283116.49,44824958.0,10.35,Low,318.0,Recently,ICP,USDT
OKEx,ICP/BTC,52.42,98101.32,86744.33,3171232.0,0.73,High,189.0,Recently,ICP,BTC
WazirX,ICP/INR,54.11,9468.89,5594.66,904923.0,0.21,High,94.0,Recently,ICP,INR
ZB.COM,ICP/QC,52.62,2806.79,1129.53,257135.0,0.06,Low,64.0,Recently,ICP,QC
Crypto.com Exchange,ICP/USDT,52.61,242911.1,265014.9,232192.0,0.05,High,255.0,Recently,ICP,USDT
Coinlist Pro,ICP/USDT,52.61,85452.71,72442.36,208805.0,0.05,High,265.0,Recently,ICP,USDT
ZB.COM,ICP/USDT,52.6,140526.47,294771.35,170222.0,0.04,High,110.0,Recently,ICP,USDT
Coinlist Pro,ICP/USD,52.62,8499.64,55629.16,148269.0,0.03,High,244.0,Recently,ICP,USD
WazirX,ICP/USDT,52.55,10046.25,6614.69,72804.0,0.02,High,69.0,Recently,ICP,USDT
Bitexen,ICP/TRY,52.53,55215.35,65323.97,11743958.0,2.71,High,226.0,Recently,ICP,TRY
XT.COM,ICP/USDT,52.61,18536.79,33660.85,2321635.0,0.54,High,396.0,Recently,ICP,USDT
CoinEx,ICP/USDT,52.62,100607.03,85588.62,1148579.0,0.27,High,161.0,Recently,ICP,USDT
CoinDCX,ICP/INR,53.82,4004.51,3317.83,977263.0,0.23,High,82.0,Recently,ICP,INR
CEX.IO,ICP/USD,52.41,31295.55,39776.62,436934.0,0.1,High,308.0,Recently,ICP,USD
Bitbns,ICP/INR,54.06,165078.84,295098.52,370231.0,0.09,High,91.0,Recently,ICP,INR
CoinDCX,ICP/USDT,52.59,51189077.67,1121779.25,112625.0,0.03,High,372.0,Recently,ICP,USDT
CoinDCX,ICP/BTC,52.63,76241.88,2464366.16,20936.0,0.0,High,205.0,Recently,ICP,BTC
Giottus,ICP/USDT,52.28,-,-,3337.0,0.0,N/A,-,Recently,ICP,USDT
CoinDCX,ICP/BUSD,52.63,19743662.33,174538.65,276.45,0.0,High,260.0,Recently,ICP,BUSD
Bitrue,ICP/USDT,52.64,32787.78,167561.26,82725722.0,19.1,Low,267.0,Recently,ICP,USDT
DigiFinex,ICP/USDT,52.63,646152.47,994153.48,6270025.0,1.45,High,350.0,Recently,ICP,USDT
BKEX,ICP/USDT,52.66,43031.64,31065.45,3105053.0,0.72,Low,110.0,Recently,ICP,USDT
VCC Exchange,ICP/USDT,52.56,-,-,2676717.0,0.62,N/A,-,Recently,ICP,USDT
LATOKEN,ICP/USDT,52.47,70375.96,35940.73,2026516.0,0.47,High,294.0,Recently,ICP,USDT
Hoo,ICP/USDT,52.55,48393.95,89985.5,1935999.0,0.45,Moderate,102.0,Recently,ICP,USDT
Pionex,ICP/USDT,52.59,299996.01,280990.0,1658449.0,0.38,High,231.0,Recently,ICP,USDT
MEXC,ICP/USDT,52.65,322174.08,224126.8,1437612.0,0.33,High,214.0,Recently,ICP,USDT
BiONE,ICP/USDT,52.59,18994.09,17576.25,940422.0,0.22,Low,89.0,Recently,ICP,USDT
BitMart,ICP/USDT,52.55,53981.51,285965.22,603274.0,0.14,High,108.0,Recently,ICP,USDT
Bibox,ICP/USDT,52.46,11223.11,15144.58,459691.0,0.11,Moderate,319.0,Recently,ICP,USDT
AEX,ICP/USDT,52.6,403742.69,363641.89,380618.0,0.09,High,201.0,Recently,ICP,USDT
Coinsuper,ICP/USDT,52.53,16623.41,15201.31,280836.0,0.06,High,24.0,Recently,ICP,USDT
Hotbit,ICP/USDT,52.35,66877.99,42804.13,111819.0,0.03,High,80.0,Recently,ICP,USDT
HitBTC,ICP/USD,52.54,944897.87,164671.1,38468.0,0.01,High,237.0,Recently,ICP,USD
HitBTC,ICP/BTC,52.09,1004666.69,272983.13,160.58,0.0,High,188.0,Recently,ICP,BTC
Bybit,ICP/USDT,52.62,621102.33,745868.44,** 155065,0.0,High,527.0,Recently,ICP,USDT
Korbit,ICP/KRW,53.48,3085.99,5910.14,** 10021,0.0,High,79.0,Recently,ICP,KRW
Tokocrypto,ICP/USDT,52.64,1270922.57,1628920.62,** 151812,0.0,High,364.0,Recently,ICP,USDT
Tokocrypto,ICP/BUSD,52.62,188603.51,290461.85,** 2380,0.0,High,251.0,Recently,ICP,BUSD
Huobi Indonesia,ICP/USDT,52.6,323837.55,347920.92,** 0.00,0.0,High,383.0,Recently,ICP,USDT
Mandala Exchange,ICP/USDT,52.62,27554525.25,63542141.27,** 110051298,0.0,N/A,235.0,Recently,ICP,USDT
Mandala Exchange,ICP/BUSD,52.61,6371328.13,10882209.78,** 13729445,0.0,N/A,271.0,Recently,ICP,BUSD
CoinW,ICP/USDT,52.63,74543.01,61209.77,** 1005672,0.0,Low,105.0,Recently,ICP,USDT
BigONE,ICP/USDT,52.63,1285.2,1670.44,** 395800,0.0,Low,54.0,Recently,ICP,USDT
Satang Pro,ICP/THB,53.0,5376.24,2660.96,** 5560,0.0,High,48.0,Recently,ICP,THB
AOFEX,ICP/USDT,52.59,377456.41,615286.65,** 24946371,0.0,High,250.0,Recently,ICP,USDT
ZT,ICP/USDT,52.64,6447.87,6076.21,** 5681552,0.0,Low,118.0,Recently,ICP,USDT
Bitget,ICP/USDT,52.41,103652.87,81806.99,** 95799,0.0,Low,133.0,Recently,ICP,USDT
Jubi,ICP/USDT,52.61,59563.9,36400.05,** 5871,0.0,High,88.0,Recently,ICP,USDT
Binance,MATIC/USDT,1.28,1252422.09,1242507.92,118848678.0,14.29,High,635.0,Recently,MATIC,USDT
Coinbase Exchange,MATIC/USD,1.28,1204224.7,1021815.09,72883633.0,8.76,High,515.0,Recently,MATIC,USD
Binance.US,MATIC/USD,1.28,776456.84,609178.57,38363429.0,4.61,High,590.0,Recently,MATIC,USD
Binance,MATIC/BUSD,1.28,419484.29,382348.83,24041605.0,2.89,High,502.0,Recently,MATIC,BUSD
FTX,MATIC/USD,1.28,441220.99,397157.53,20781896.0,2.5,High,431.0,Recently,MATIC,USD
Huobi Global,MATIC/USDT,1.28,375648.71,369587.03,16237577.0,1.95,Moderate,360.0,Recently,MATIC,USDT
Binance,MATIC/BTC,1.28,442445.0,434432.78,15347179.0,1.84,High,770.0,Recently,MATIC,BTC
KuCoin,MATIC/USDT,1.28,596660.5,509314.58,7425324.0,0.89,High,346.0,Recently,MATIC,USDT
Coinbase Exchange,MATIC/EUR,1.27,382923.22,353385.44,6326873.0,0.76,High,318.0,Recently,MATIC,EUR
Gate.io,MATIC/USDT,1.28,545709.51,635878.65,5649448.0,0.68,High,361.0,Recently,MATIC,USDT
Binance.US,MATIC/BUSD,1.28,217138.89,130762.81,4620874.0,0.56,High,507.0,Recently,MATIC,BUSD
Coinbase Exchange,MATIC/BTC,1.28,346083.2,391126.09,4374994.0,0.53,High,298.0,Recently,MATIC,BTC
Kraken,MATIC/USD,1.28,587893.28,657787.24,4085580.0,0.49,High,301.0,Recently,MATIC,USD
Coinbase Exchange,MATIC/GBP,1.28,355160.88,383212.01,3563284.0,0.43,High,296.0,Recently,MATIC,GBP
Binance,MATIC/EUR,1.27,84642.94,116839.15,3428282.0,0.41,High,673.0,Recently,MATIC,EUR
Binance,MATIC/TRY,1.28,106547.43,54950.78,2697538.0,0.32,High,650.0,Recently,MATIC,TRY
Gemini,MATIC/USD,1.28,767218.55,1006920.54,2546919.0,0.31,High,220.0,Recently,MATIC,USD
Binance,MATIC/BNB,1.28,153412.36,214121.51,2117867.0,0.25,High,519.0,Recently,MATIC,BNB
Kraken,MATIC/EUR,1.27,375544.65,319618.76,1335166.0,0.16,High,244.0,Recently,MATIC,EUR
FTX US,MATIC/USD,1.28,924373.6,936370.83,1091033.0,0.13,High,271.0,Recently,MATIC,USD
Bithumb,MATIC/KRW,1.31,72163.11,17313.74,795034.0,0.1,High,108.0,Recently,MATIC,KRW
Huobi Global,MATIC/BTC,1.28,101887.45,107131.61,665623.0,0.08,High,253.0,Recently,MATIC,BTC
KuCoin,MATIC/BTC,1.28,79792.24,118710.07,521359.0,0.06,High,188.0,Recently,MATIC,BTC
Uniswap (V2),MATIC/WETH,1.27,-,-,468269.0,0.06,High,463.0,Recently,MATIC,WETH
FTX US,MATIC/BTC,1.28,898071.48,883090.87,460868.0,0.06,High,191.0,Recently,MATIC,BTC
Binance,MATIC/AUD,1.28,82300.52,51257.77,415754.0,0.05,High,579.0,Recently,MATIC,AUD
Bitstamp,MATIC/USD,1.28,81634.21,86944.64,302599.0,0.04,High,168.0,Recently,MATIC,USD
Binance,MATIC/GBP,1.26,69364.67,23703.27,271444.0,0.03,High,597.0,Recently,MATIC,GBP
Bitfinex,MATIC/UST,1.28,-,-,269063.0,0.03,N/A,-,Recently,MATIC,UST
Bittrex,MATIC/BTC,1.27,57055.39,88903.04,263435.0,0.03,High,122.0,Recently,MATIC,BTC
Binance,MATIC/BIDR,1.28,69342.62,28222.44,256926.0,0.03,High,810.0,Recently,MATIC,BIDR
Poloniex,MATIC/USDT,1.27,82260.91,75498.02,232428.0,0.03,High,233.0,Recently,MATIC,USDT
Huobi Global,MATIC/ETH,1.28,43124.38,55628.48,229175.0,0.03,High,236.0,Recently,MATIC,ETH
Kraken,MATIC/GBP,1.28,194983.13,157748.04,213281.0,0.03,High,231.0,Recently,MATIC,GBP
FTX,MATIC/BTC,1.28,38656.34,35609.22,199805.0,0.02,High,139.0,Recently,MATIC,BTC
Binance,MATIC/BRL,1.27,50172.17,17934.81,195041.0,0.02,High,784.0,Recently,MATIC,BRL
Bitstamp,MATIC/EUR,1.27,61033.34,65249.08,168009.0,0.02,High,161.0,Recently,MATIC,EUR
Bittrex,MATIC/USD,1.28,66650.51,46382.76,163682.0,0.02,High,159.0,Recently,MATIC,USD
Bittrex,MATIC/USDT,1.27,67377.39,62964.7,152769.0,0.02,High,159.0,Recently,MATIC,USDT
Binance,MATIC/RUB,1.28,30874.97,14506.46,69742.0,0.01,High,530.0,Recently,MATIC,RUB
Bittrex,MATIC/ETH,1.27,35617.92,33535.14,42826.0,0.01,High,155.0,Recently,MATIC,ETH
Gate.io,MATIC/ETH,1.28,31697.11,32623.12,42472.0,0.01,High,180.0,Recently,MATIC,ETH
Poloniex,MATIC/BTC,1.27,26341.87,28641.28,24397.0,0.0,High,162.0,Recently,MATIC,BTC
Poloniex,MATIC/USDC,1.28,19557.49,19343.85,18958.0,0.0,High,216.0,Recently,MATIC,USDC
Bithumb,MATIC/BTC,1.24,-,1259.69,7731.0,0.0,High,12.0,Recently,MATIC,BTC
Poloniex,MATIC/TRX,1.28,807.76,759.0,1685.0,0.0,High,67.0,Recently,MATIC,TRX
OKEx,MATIC/USDT,1.28,236601.5,223910.24,36917486.0,4.44,Low,296.0,Recently,MATIC,USDT
Crypto.com Exchange,MATIC/USDT,1.28,778413.36,861954.05,5118167.0,0.62,High,307.0,Recently,MATIC,USDT
WazirX,MATIC/INR,1.31,29534.07,29404.11,3162822.0,0.38,High,149.0,Recently,MATIC,INR
Phemex,MATIC/USDT,1.28,-,-,2444663.0,0.29,N/A,-,Recently,MATIC,USDT
Uniswap (V3),MATIC/WETH,1.28,-,-,2134034.0,0.26,N/A,-,Recently,MATIC,WETH
LBank,MATIC/USDT,1.28,153923.55,330593.47,2059780.0,0.25,Low,181.0,Recently,MATIC,USDT
AscendEX (Bitmax),MATIC/USDT,1.28,596522.48,398729.91,1680979.0,0.2,High,261.0,Recently,MATIC,USDT
Indodax,MATIC/IDR,1.28,355074.29,278457.59,1411999.0,0.17,High,179.0,Recently,MATIC,IDR
ZB.COM,MATIC/USDT,1.28,166519.85,186077.62,1261312.0,0.15,Moderate,171.0,Recently,MATIC,USDT
eToroX,MATIC/USD,1.29,554612.53,696530.95,759109.0,0.09,High,67.0,Recently,MATIC,USD
Bancor Network,MATIC/BNT,1.27,-,-,317822.0,0.04,High,-,Recently,MATIC,BNT
Crypto.com Exchange,MATIC/USDC,1.28,406716.99,425368.8,317172.0,0.04,High,269.0,Recently,MATIC,USDC
ProBit Global,MATIC/USDT,1.28,909.01,2132.31,289406.0,0.03,High,51.0,Recently,MATIC,USDT
Crypto.com Exchange,MATIC/BTC,1.28,401672.8,457186.46,266592.0,0.03,High,233.0,Recently,MATIC,BTC
ProBit Global,MATIC/BTC,1.28,551.21,1223.33,256608.0,0.03,High,29.0,Recently,MATIC,BTC
WazirX,MATIC/USDT,1.27,5265.11,8290.28,192499.0,0.02,High,84.0,Recently,MATIC,USDT
ZB.COM,MATIC/QC,1.28,19059.58,11419.21,188704.0,0.02,High,110.0,Recently,MATIC,QC
PancakeSwap (V2),MATIC/WBNB,1.28,-,-,120356.0,0.01,High,-,Recently,MATIC,WBNB
AscendEX (Bitmax),MATIC/BTC,1.28,127424.18,125402.63,81647.0,0.01,High,148.0,Recently,MATIC,BTC
Binance DEX,MATIC-84A/BNB,1.28,56533.16,117711.28,60452.0,0.01,High,926.0,Recently,MATIC-84A,BNB
WazirX,MATIC/WRX,1.27,3214.29,2036.25,37543.0,0.0,High,65.0,Recently,MATIC,WRX
Sushiswap,MATIC/WETH,1.28,-,-,31433.0,0.0,N/A,-,Recently,MATIC,WETH
0x Protocol,WETH/MATIC,1.28,-,-,24034.0,0.0,N/A,-,Recently,WETH,MATIC
Coinlist Pro,MATIC/USDT,1.28,132685.94,227022.87,19841.0,0.0,High,301.0,Recently,MATIC,USDT
Uniswap (V3),MATIC/USDC,1.28,-,-,13350.0,0.0,N/A,-,Recently,MATIC,USDC
0x Protocol,USDT/MATIC,1.28,-,-,10921.0,0.0,N/A,-,Recently,USDT,MATIC
Coinlist Pro,MATIC/USD,1.28,122285.32,181785.55,7679.0,0.0,High,288.0,Recently,MATIC,USD
0x Protocol,DAI/MATIC,1.26,-,-,2523.0,0.0,N/A,-,4 hours ago,DAI,MATIC
WazirX,MATIC/BTC,1.26,16358.46,16326.77,2359.0,0.0,High,57.0,Recently,MATIC,BTC
0x Protocol,USDC/MATIC,1.28,-,-,361.14,0.0,N/A,-,Recently,USDC,MATIC
Uniswap (V3),DAI/MATIC,1.28,-,-,285.77,0.0,N/A,-,Recently,DAI,MATIC
WhiteBIT,MATIC/USDT,1.28,585404.65,551810.03,39962661.0,4.8,High,276.0,Recently,MATIC,USDT
WOO Network,MATIC/USDT,1.28,1685022.04,1542629.39,6056300.0,0.73,High,367.0,Recently,MATIC,USDT
BitWell,MATIC/USDT,1.28,103124.41,78457.32,5465637.0,0.66,Low,141.0,Recently,MATIC,USDT
BtcTurk | Pro,MATIC/TRY,1.27,378727.45,295635.4,4778858.0,0.57,High,221.0,Recently,MATIC,TRY
BitZ,MATIC/USDT,1.28,99457.96,96827.5,4684629.0,0.56,Low,213.0,Recently,MATIC,USDT
WhiteBIT,MATIC/BTC,1.28,48412.19,245710.73,4615500.0,0.55,N/A,-,Recently,MATIC,BTC
Deepcoin,MATIC/USDT,1.28,284665.96,307507.88,3684829.0,0.44,Low,278.0,Recently,MATIC,USDT
AAX,MATIC/USDT,1.28,261987.52,312545.06,2645345.0,0.32,High,201.0,Recently,MATIC,USDT
Binance TR,MATIC/TRY,1.27,-,-,2501271.0,0.3,N/A,-,Recently,MATIC,TRY
Dex-Trade,MATIC/USDT,1.28,3552.63,3757.39,2040949.0,0.25,Low,42.0,Recently,MATIC,USDT
CEX.IO,MATIC/USD,1.27,154300.75,160106.67,1898890.0,0.23,High,429.0,Recently,MATIC,USD
ZebPay,MATIC/INR,1.31,39820.14,51629.01,1571585.0,0.19,High,124.0,Recently,MATIC,INR
BtcTurk | Pro,MATIC/USDT,1.28,179669.85,175809.67,1406166.0,0.17,High,180.0,Recently,MATIC,USDT
CoinEx,MATIC/USDT,1.28,85030.92,106855.38,1188778.0,0.14,High,217.0,Recently,MATIC,USDT
Paribu,MATIC/TRY,1.27,100287.7,98865.97,971128.0,0.12,High,113.0,Recently,MATIC,TRY
ApeSwap (BSC),MATIC/WBNB,1.27,-,-,934425.0,0.11,N/A,-,Recently,MATIC,WBNB
CoinDCX,MATIC/INR,1.32,37721.99,17215.13,885729.0,0.11,High,95.0,Recently,MATIC,INR
Emirex,MATIC/USDT,1.27,-,-,793488.0,0.1,N/A,-,Recently,MATIC,USDT
GokuMarket,MATIC/USDT,1.28,83664.25,126601.28,738661.0,0.09,Low,66.0,Recently,MATIC,USDT
BabySwap,MATIC/USDT,1.28,-,-,732715.0,0.09,N/A,-,Recently,MATIC,USDT
GokuMarket,MATIC/BTC,1.28,65974.43,159549.32,719543.0,0.09,Low,60.0,Recently,MATIC,BTC
XT.COM,MATIC/USDT,1.28,22404.05,356070.99,675915.0,0.08,High,544.0,Recently,MATIC,USDT
Binance TR,MATIC/BUSD,1.28,-,-,577136.0,0.07,N/A,-,Recently,MATIC,BUSD
Binance,XLM/USDT,0.3518,589430.85,656422.25,162125287.0,9.89,High,596.0,Recently,XLM,USDT
Coinbase Exchange,XLM/USD,0.3505,980441.32,882297.08,128101431.0,7.81,High,435.0,Recently,XLM,USD
Bithumb,XLM/KRW,0.3585,268073.32,328269.99,50909864.0,3.11,Moderate,198.0,Recently,XLM,KRW
Huobi Global,XLM/USDT,0.3516,221237.77,269639.13,36453279.0,2.22,Low,386.0,Recently,XLM,USDT
Binance,XLM/BTC,0.352,345802.93,493960.81,33446330.0,2.04,High,518.0,Recently,XLM,BTC
Binance,XLM/BUSD,0.3516,209357.59,267157.25,26388044.0,1.61,High,595.0,Recently,XLM,BUSD
KuCoin,XLM/USDT,0.3513,980637.67,513775.95,24856370.0,1.52,High,355.0,Recently,XLM,USDT
Binance.US,XLM/USD,0.3517,195064.95,258172.99,18469039.0,1.13,High,689.0,Recently,XLM,USD
Gate.io,XLM/USDT,0.3515,449292.35,541776.54,10776949.0,0.66,High,243.0,Recently,XLM,USDT
Binance,XLM/TRY,0.351,79200.94,82537.45,9916820.0,0.6,High,885.0,Recently,XLM,TRY
Bitstamp,XLM/USD,0.3517,498064.45,566030.86,9445681.0,0.58,High,260.0,Recently,XLM,USD
Kraken,XLM/USD,0.3509,573456.88,565077.2,8665717.0,0.53,High,372.0,Recently,XLM,USD
Binance.US,XLM/USDT,0.3504,312222.04,159074.98,7896099.0,0.48,High,926.0,Recently,XLM,USDT
Bitfinex,XLM/USD,0.3514,671856.99,583011.77,6416605.0,0.39,High,291.0,Recently,XLM,USD
Coinbase Exchange,XLM/EUR,0.3502,265875.09,185131.89,6047075.0,0.37,High,259.0,Recently,XLM,EUR
Coinbase Exchange,XLM/BTC,0.3503,210194.35,243857.47,5856862.0,0.36,High,193.0,Recently,XLM,BTC
Binance,XLM/ETH,0.3515,44199.14,150510.22,4401295.0,0.27,High,630.0,Recently,XLM,ETH
Huobi Global,XLM/BTC,0.3503,95681.64,147798.87,3873105.0,0.24,Moderate,197.0,Recently,XLM,BTC
Binance,XLM/EUR,0.3479,72143.23,52603.96,3535589.0,0.22,High,540.0,Recently,XLM,EUR
Kraken,XLM/EUR,0.3508,482677.13,514837.71,3321146.0,0.2,High,376.0,Recently,XLM,EUR
Bitstamp,XLM/EUR,0.3515,338934.4,367116.45,3299961.0,0.2,High,240.0,Recently,XLM,EUR
Binance,XLM/BNB,0.3513,31363.43,71914.03,2242129.0,0.14,High,663.0,Recently,XLM,BNB
Bitfinex,XLM/UST,0.3503,419938.97,418469.9,2160809.0,0.13,High,224.0,Recently,XLM,UST
KuCoin,XLM/BTC,0.3514,112093.2,156945.85,2126229.0,0.13,High,158.0,Recently,XLM,BTC
Kraken,XLM/XBT,0.3509,252635.45,311678.55,1915197.0,0.12,High,220.0,Recently,XLM,XBT
Bittrex,XLM/BTC,0.3509,121865.63,210476.17,912357.0,0.06,High,157.0,Recently,XLM,BTC
Bitstamp,XLM/BTC,0.3509,235337.98,221859.96,819214.0,0.05,High,167.0,Recently,XLM,BTC
Bitfinex,XLM/BTC,0.3498,242216.39,282960.86,791755.0,0.05,High,179.0,Recently,XLM,BTC
Bittrex,XLM/USDT,0.3508,72562.99,111748.82,749180.0,0.05,High,221.0,Recently,XLM,USDT
Bittrex,XLM/USD,0.3502,61844.33,64767.4,714056.0,0.04,High,215.0,Recently,XLM,USD
Huobi Global,XLM/ETH,0.3497,29075.42,38512.43,608110.0,0.04,Low,79.0,Recently,XLM,ETH
KuCoin,XLM/ETH,0.351,36687.23,94079.63,571918.0,0.03,High,180.0,Recently,XLM,ETH
Huobi Global,XLM/HUSD,0.3503,6427.94,9586.91,522157.0,0.03,High,147.0,Recently,XLM,HUSD
Poloniex,STR/USDT,0.35,16231.1,17583.27,515745.0,0.03,High,212.0,Recently,STR,USDT
Bittrex,XLM/ETH,0.351,34850.77,136340.29,351192.0,0.02,High,192.0,Recently,XLM,ETH
Poloniex,STR/BTC,0.352,12201.42,12692.32,256072.0,0.02,High,123.0,Recently,STR,BTC
Kraken,XLM/GBP,0.3483,55543.81,33712.68,175477.0,0.01,High,233.0,Recently,XLM,GBP
Gate.io,XLM/ETH,0.3523,56082.66,8347.29,87836.0,0.01,High,90.0,Recently,XLM,ETH
Bitstamp,XLM/GBP,0.3522,40739.92,38055.82,79609.0,0.0,High,147.0,Recently,XLM,GBP
KuCoin,XLM/KCS,0.3492,7711.42,11825.13,76072.0,0.0,High,98.0,Recently,XLM,KCS
Poloniex,STR/USDC,0.3491,5860.78,5865.12,60710.0,0.0,High,170.0,Recently,STR,USDC
Gate.io,XLM/BTC,0.3515,8524.72,14612.29,33459.0,0.0,High,102.0,Recently,XLM,BTC
Bitfinex,XLM/ETH,0.3496,20876.67,68093.6,32191.0,0.0,High,127.0,Recently,XLM,ETH
Kraken,XLM/AUD,0.3467,5803.86,6546.76,20938.0,0.0,High,109.0,Recently,XLM,AUD
Bittrex,XLM/EUR,0.3533,23552.71,26308.22,17434.0,0.0,High,74.0,Recently,XLM,EUR
Liquid,XLM/USDT,0.3478,13458.04,4604.06,12328.0,0.0,High,78.0,Recently,XLM,USDT
OKEx,XLM/USDT,0.3516,209285.55,200787.04,125144963.0,7.63,Low,404.0,Recently,XLM,USDT
ZB.COM,XLM/USDT,0.3504,62871.58,50125.61,63016986.0,3.84,Low,206.0,Recently,XLM,USDT
Bitglobal,XLM/USDT,0.3527,315.51,519.43,10438766.0,0.64,Low,43.0,Recently,XLM,USDT
OKEx,XLM/BTC,0.3503,96274.39,116186.69,9917760.0,0.6,Low,182.0,Recently,XLM,BTC
Crypto.com Exchange,XLM/BTC,0.3505,458506.24,464783.7,5232608.0,0.32,High,262.0,Recently,XLM,BTC
ProBit Global,XLM/USDT,0.3492,5296.52,10995.16,4468912.0,0.27,Moderate,63.0,Recently,XLM,USDT
Phemex,XLM/USDT,0.3496,-,-,3965025.0,0.24,N/A,-,Recently,XLM,USDT
ProBit Global,XLM/BTC,0.3498,11284.3,11136.35,3030249.0,0.18,Moderate,54.0,Recently,XLM,BTC
OKEx,XLM/ETH,0.3508,83586.3,85276.73,3028281.0,0.18,Moderate,183.0,Recently,XLM,ETH
eToroX,XLM/USD,0.3509,940786.31,1283375.38,2987724.0,0.18,High,170.0,Recently,XLM,USD
ZB.COM,XLM/QC,0.35,1408.98,4974.23,2711161.0,0.17,Low,110.0,Recently,XLM,QC
Crypto.com Exchange,XLM/USDT,0.3505,639762.18,509242.26,2043439.0,0.12,High,265.0,Recently,XLM,USDT
WazirX,XLM/INR,0.3579,4994.43,1933.86,1205225.0,0.07,High,75.0,Recently,XLM,INR
Indodax,XLM/IDR,0.351,77071.28,117707.65,596933.0,0.04,High,155.0,Recently,XLM,IDR
WazirX,XLM/USDT,0.3514,5426.2,5130.6,459638.0,0.03,High,73.0,Recently,XLM,USDT
ProBit,XLM/USDT,0.3502,4703.79,7591.4,450628.0,0.03,High,58.0,Recently,XLM,USDT
AscendEX (Bitmax),XLM/USDT,0.3503,28873.51,47990.19,286459.0,0.02,High,183.0,Recently,XLM,USDT
